text,date,phase,source,cleaned_text
Hi Coy can I Get a Shout out from u? And my school is Located at North High school in Worcester Massachusetts and my Word for Your Word Wednesday is Snowstorm A Storm With whispered Snowfall accompanied By Strong Winds my Teacher's Name is Ms Heather Washell,2025-09-13T17:59:55Z,after,youtube,hi coy can i get a shout out from u and my school is located at north high school in worcester massachusetts and my word for your word wednesday is snowstorm a storm with whispered snowfall accompanied by strong winds my teachers name is ms heather washell
Hi can you give a shout out to wildflower accelerated academy in Arizona Goodyear we watch it everyday please,2025-09-13T17:57:47Z,after,youtube,hi can you give a shout out to wildflower accelerated academy in arizona goodyear we watch it everyday please
This is Mr. Anderson Thompson North Dakota,2025-09-13T17:47:56Z,after,youtube,this is mr anderson thompson north dakota
I meant to say my teacher's name is Mrs egress,2025-09-13T17:32:55Z,after,youtube,i meant to say my teachers name is mrs egress
My,2025-09-13T17:32:40Z,after,youtube,my
Hi coy I would like a shout out to grand oaks school Ivan falcon pls and thank you my students like to watch your news have a great weekend!!!!! School  is Shasta lake california have a good football match i have a word footall its a adj and it is about a ball that is a foot meaning foot kicked,2025-09-13T17:14:28Z,after,youtube,hi coy i would like a shout out to grand oaks school ivan falcon pls and thank you my students like to watch your news have a great weekend school is shasta lake california have a good football match i have a word footall its a adj and it is about a ball that is a foot meaning foot kicked
3:37  what do you think will happen after they are trained?,2025-09-13T17:11:15Z,after,youtube,what do you think will happen after they are trained
2:30 BEST unrest,2025-09-13T17:10:19Z,after,youtube,best unrest
0:51 you mean diplomats they were targeting diplomats looking for peace?????,2025-09-13T17:07:47Z,after,youtube,you mean diplomats they were targeting diplomats looking for peace
If nepal can...,2025-09-13T17:07:09Z,after,youtube,if nepal can
Hi are school is located in Michigan it’s called Adams middle school mr. Lowe’s class,2025-09-13T17:05:51Z,after,youtube,hi are school is located in michigan its called adams middle school mr lowes class
"I am a student in Mr. Crawfords class at Woodhaven Middle School in Spruce Grove, Alberta. We watch your videos every morning and would love for a shoutout. Thanks!",2025-09-13T16:53:53Z,after,youtube,i am a student in mr crawfords class at woodhaven middle school in spruce grove alberta we watch your videos every morning and would love for a shoutout thanks
"Hi, I am a student in Mr. Crawfords class at Woodhaven Middle School in Spruce Grove, Alberta. We watch your videos every morning and would love for a shoutout. Thanks!",2025-09-13T16:53:25Z,after,youtube,hi i am a student in mr crawfords class at woodhaven middle school in spruce grove alberta we watch your videos every morning and would love for a shoutout thanks
"Please shout out to Mr Becerras 6th grade class he’s the best from
 Saint Vincent school in downtown la",2025-09-13T16:49:14Z,after,youtube,please shout out to mr becerras th grade class hes the best from saint vincent school in downtown la
CNN10 news is awesome,2025-09-13T16:48:06Z,after,youtube,cnn news is awesome
"Hello !! I’m a student from de anza middle school, A honors student from Mrs scotts 8th grade class! Our class has been watching your videos since the school year started for social studies, each Friday we take a quiz on cnn10 and discuss the things mentioned in videos!! This Friday we just began our first debate on police officers using ai to file police reports, it was a very productive debate with each and every one of the students participating. We would absolutely love it if you could give us a shout out! (P.S, honors 2nd and 5th period are the best classes🥰) #Gocougars!",2025-09-13T16:31:55Z,after,youtube,hello im a student from de anza middle school a honors student from mrs scotts th grade class our class has been watching your videos since the school year started for social studies each friday we take a quiz on cnn and discuss the things mentioned in videos this friday we just began our first debate on police officers using ai to file police reports it was a very productive debate with each and every one of the students participating we would absolutely love it if you could give us a shout out ps honors nd and th period are the best classes gocougars
Natasha Chen Mohammed bin Abdulrahman bin Jassim AI Thani Howard Jelks Dr. Wesley Daniel Alex Sahli Eckstein Middle School,2025-09-13T15:51:11Z,after,youtube,natasha chen mohammed bin abdulrahman bin jassim ai thani howard jelks dr wesley daniel alex sahli eckstein middle school
"#yourwordwednesday, from Mr. Harrington's class at Aldine Middle School in Houston, Tx;
Monochromatic: adjective ,
Containing or using only one color.  I have a great group of students that have more than the normal obstacles of most middle schoolers.  Using our word would mean more than you could imagine!",2025-09-13T15:35:13Z,after,youtube,yourwordwednesday from mr harringtons class at aldine middle school in houston tx monochromatic adjective containing or using only one color i have a great group of students that have more than the normal obstacles of most middle schoolers using our word would mean more than you could imagine
Hello there! My history class watches CNN10 every class and my teaher really wants to be shouted out. Her name is Ms. D and we are from Classical Academy MIddle School in Escondido California. We really hope you can!,2025-09-13T15:21:37Z,after,youtube,hello there my history class watches cnn every class and my teaher really wants to be shouted out her name is ms d and we are from classical academy middle school in escondido california we really hope you can
And im am from amerischools south a student of mrs martin and my vocabulary word is Complex- to hard or difficult bc there are toi many steps or parts,2025-09-13T15:19:04Z,after,youtube,and im am from amerischools south a student of mrs martin and my vocabulary word is complex to hard or difficult bc there are toi many steps or parts
CNN10 PLEASE GIMME AND MCCRIMMON MIDDLE SCHOOL IN CANADA A SHOUTOUT,2025-09-13T15:18:43Z,after,youtube,cnn please gimme and mccrimmon middle school in canada a shoutout
Hello and Greetings from Canada! Specifically from Mr. Jones’ grade 8 class in  Sussex Christian School in Sussex New Brunswick,2025-09-13T15:18:37Z,after,youtube,hello and greetings from canada specifically from mr jones grade class in sussex christian school in sussex new brunswick
Complex-it hard or to difficult because it has to many steps or parts,2025-09-13T15:16:25Z,after,youtube,complexit hard or to difficult because it has to many steps or parts
Cnn12,2025-09-13T15:12:57Z,after,youtube,cnn
Are y'all going to talk about Charlie Kirks death,2025-09-13T15:10:56Z,after,youtube,are yall going to talk about charlie kirks death
Boggs Uwharrie rage 6/12,2025-09-13T15:09:47Z,after,youtube,boggs uwharrie rage
Boggs Uwharrie Ridge 612,2025-09-13T15:08:50Z,after,youtube,boggs uwharrie ridge
Hi my name is Clara and I go to The William H. Ohrenberger school in West Roxbury MA. My teacher is Ms. McMillin and me and my class would love if u could shout us out. We watch your videos every single day at the beginning of class.,2025-09-13T14:47:04Z,after,youtube,hi my name is clara and i go to the william h ohrenberger school in west roxbury ma my teacher is ms mcmillin and me and my class would love if u could shout us out we watch your videos every single day at the beginning of class
Mr Halberts 6th grade world history class at st George school Hermann mo,2025-09-13T14:45:06Z,after,youtube,mr halberts th grade world history class at st george school hermann mo
PLS SHOUT OUT LIVE IN PERRYTON TX WILLIAMS SCHOOL,2025-09-13T14:39:54Z,after,youtube,pls shout out live in perryton tx williams school
"Hi coy, West Virginia Bridgeport, middle school we subscribe and we watch you guys every day",2025-09-13T14:37:56Z,after,youtube,hi coy west virginia bridgeport middle school we subscribe and we watch you guys every day
our school is J Graham Brown School best schools in ky STAY STRONG,2025-09-13T14:27:14Z,after,youtube,our school is j graham brown school best schools in ky stay strong
"Day 2 and no mention of Charlie Kirk? Don’t care if your station is liberal, Charlie was a human. Not cool, guys.",2025-09-13T14:13:51Z,after,youtube,day and no mention of charlie kirk dont care if your station is liberal charlie was a human not cool guys
Hey can u plzz shout me out my school is crest middle school my name is Ah’Leeyah  we watch yall every day at school,2025-09-13T14:01:41Z,after,youtube,hey can u plzz shout me out my school is crest middle school my name is ahleeyah we watch yall every day at school
hi i watch you every day at school can i have a shoutout,2025-09-13T13:53:01Z,after,youtube,hi i watch you every day at school can i have a shoutout
Hi we’re Mrs.Nickhers in saint cletus elementary in Saint Charles Missouri my kids love you guys,2025-09-13T13:42:31Z,after,youtube,hi were mrsnickhers in saint cletus elementary in saint charles missouri my kids love you guys
"Shoutout to Mr. Faith’s class at Legacy Middle School in Orlando, FL. Go Jets!",2025-09-13T13:32:17Z,after,youtube,shoutout to mr faiths class at legacy middle school in orlando fl go jets
Can you do west middle school in Rockford Illinois? Give a shoutout to Bella Arroy please!!,2025-09-13T13:31:57Z,after,youtube,can you do west middle school in rockford illinois give a shoutout to bella arroy please
"We watch every day in our home room at St Peter Claver School located in St, Paul, Mn.  Ms April Fosters class!! We miss you COY!!",2025-09-13T12:21:35Z,after,youtube,we watch every day in our home room at st peter claver school located in st paul mn ms april fosters class we miss you coy
"a minor, going to school and still asking parents for money for food and accommodation, never worked to support himself. Where did he get the experience of management and operation? How ridiculous. You give the national mission to a child? Then Nepal will suffer the consequences of poverty and backwardness.",2025-09-13T06:19:22Z,after,youtube,a minor going to school and still asking parents for money for food and accommodation never worked to support himself where did he get the experience of management and operation how ridiculous you give the national mission to a child then nepal will suffer the consequences of poverty and backwardness
Can you give a shoutout to Mrs. Gnatt at James hart middle school in Illinois homewood my teacher is a huge fan,2025-09-13T06:02:32Z,after,youtube,can you give a shoutout to mrs gnatt at james hart middle school in illinois homewood my teacher is a huge fan
Hey this is a student from Copper trails elementry school in phoenix arizona our seventh grade science teacher Mr. Jackson is a huge fan of your videos and puts them on for your students every day in class and us students thought it would be an amazing surprise for him to be mentioned thanks again!,2025-09-13T05:55:33Z,after,youtube,hey this is a student from copper trails elementry school in phoenix arizona our seventh grade science teacher mr jackson is a huge fan of your videos and puts them on for your students every day in class and us students thought it would be an amazing surprise for him to be mentioned thanks again
what happend to coy wire,2025-09-13T05:35:59Z,after,youtube,what happend to coy wire
Bunch of spoiled brats destroying everything...,2025-09-13T05:34:24Z,after,youtube,bunch of spoiled brats destroying everything
"Hi! I’m a student from Bateman Elementary School’s 7th grade, which is in Chicago. Yes I am 13 and my classroom is Ms. Tripp. We would love to get a shoutout!",2025-09-13T05:26:08Z,after,youtube,hi im a student from bateman elementary schools th grade which is in chicago yes i am and my classroom is ms tripp we would love to get a shoutout
MR MITCHELLS CLASS MILILANI MIDDLE SCHOOL IN HAWAIIIIIII!!!!,2025-09-13T05:24:43Z,after,youtube,mr mitchells class mililani middle school in hawaiiiiiii
Rip godi media,2025-09-29T18:40:20Z,after,youtube,rip godi media
Bitchass news page atleast do some research before milking views with false information,2025-09-09T14:47:08Z,during,youtube,bitchass news page atleast do some research before milking views with false information
"1. This leader is ruining the country. Because of such leaders, many innocent citizens have lost their lives, been injured, and are suffering. It is necessary to be free from such a government and such leaders, because only the lives of the government and leaders are good — not those of us ordinary people.

2. The government and leaders are corrupt. Just like in schools and colleges, where principals or vice principals are replaced if they make mistakes, similarly, leaders who make mistakes should be removed and replaced with new, honest, and capable ones. When we vote, we must choose good leaders — not corrupt and incompetent ones.

3. The Nepal Police exist for the safety of the people. They are supposed to help the victims, but sometimes they are also seen involved in corruption. Reforming the police is necessary, but force or violence is not the solution.

4. If we want change, we must adopt peaceful and democratic methods, not the path of violence. To lead the country in the right direction, we must become aware citizens, make the right decisions, and move forward by choosing good leaders.",2025-09-09T11:51:09Z,during,youtube,this leader is ruining the country because of such leaders many innocent citizens have lost their lives been injured and are suffering it is necessary to be free from such a government and such leaders because only the lives of the government and leaders are good not those of us ordinary people the government and leaders are corrupt just like in schools and colleges where principals or vice principals are replaced if they make mistakes similarly leaders who make mistakes should be removed and replaced with new honest and capable ones when we vote we must choose good leaders not corrupt and incompetent ones the nepal police exist for the safety of the people they are supposed to help the victims but sometimes they are also seen involved in corruption reforming the police is necessary but force or violence is not the solution if we want change we must adopt peaceful and democratic methods not the path of violence to lead the country in the right direction we must become aware citizens make the right decisions and move forward by choosing good leaders
"fucking hell get your facts right
the protest was against corruption
it was TRIGGERED by the social media ban
they are different
fucking hell cant even trust the news",2025-09-09T06:06:32Z,during,youtube,fucking hell get your facts right the protest was against corruption it was triggered by the social media ban they are different fucking hell cant even trust the news
"This protest is not because of banning social media, this is because of corrupted politics of nepal",2025-09-09T05:19:20Z,during,youtube,this protest is not because of banning social media this is because of corrupted politics of nepal
"This protest is not about banning social media, it’s about ending corruption in Nepal. While politicians’ kids live lavish lives with money earned through corruption, the youth and common people are struggling every day. We are standing against this inequality, against the system that only benefits ‘nepo kids’ and ignores the real citizens. This is a fight for justice, accountability, and a better Nepal 🇳🇵✊",2025-09-09T02:46:44Z,during,youtube,this protest is not about banning social media its about ending corruption in nepal while politicians kids live lavish lives with money earned through corruption the youth and common people are struggling every day we are standing against this inequality against the system that only benefits nepo kids and ignores the real citizens this is a fight for justice accountability and a better nepal
"new faces, biased media with zero journalism",2025-09-09T02:13:04Z,during,youtube,new faces biased media with zero journalism
Is not good to all people Nepali attitude not good,2026-01-18T22:54:34Z,after,youtube,is not good to all people nepali attitude not good
"Brasil, viva Nepal 2025 essa é a vontade de Deus🙏😘",2025-12-27T00:10:00Z,after,youtube,brasil viva nepal essa é a vontade de deus
"Jovens fazendo a vontade de Deus, Deus manda mata todos os corruptos e todos que forem conivente, Deus ja ordenou aos seus filhos levantem e lutem, justiça por todos os inocentes que morrem por culpa da corrupção🙏",2025-12-27T00:07:50Z,after,youtube,jovens fazendo a vontade de deus deus manda mata todos os corruptos e todos que forem conivente deus ja ordenou aos seus filhos levantem e lutem justiça por todos os inocentes que morrem por culpa da corrupção
When you see a rich politician is been stealing gvmnt money,2025-12-11T13:01:13Z,after,youtube,when you see a rich politician is been stealing gvmnt money
Nepal Nepal❤❤❤❤❤,2025-12-06T05:23:11Z,after,youtube,nepal nepal
This is what India needs today,2025-11-07T07:24:09Z,after,youtube,this is what india needs today
"Is this another regime change operation ?
Just asking",2025-11-03T11:37:43Z,after,youtube,is this another regime change operation just asking
"If the GenZ feel it was hijacked by opportunists who did the destruction, likely those individuals work for the agenda for a one world government to bring the larger armies in to squash the good people, to make them conform, including digital ID to trace and track your every move online and offline. Then citizens compliant with govt are the only ones given access to services. 
It's essential we say NO to govt controls/registration in every country, create caring community networks locally to meet our needs as best we can, while holding peace and love in our heart, dreaming the positive future. The power is with the good people when we say NO. 
well done and all blessings for our future freedoms 🙏💖",2025-11-02T21:23:42Z,after,youtube,if the genz feel it was hijacked by opportunists who did the destruction likely those individuals work for the agenda for a one world government to bring the larger armies in to squash the good people to make them conform including digital id to trace and track your every move online and offline then citizens compliant with govt are the only ones given access to services its essential we say no to govt controlsregistration in every country create caring community networks locally to meet our needs as best we can while holding peace and love in our heart dreaming the positive future the power is with the good people when we say no well done and all blessings for our future freedoms
You go! We too have had so much corruption.,2025-11-02T15:06:41Z,after,youtube,you go we too have had so much corruption
"I am with you , youth of Nepal. Love from Germany. It's the same everywhere.",2025-11-02T10:12:01Z,after,youtube,i am with you youth of nepal love from germany its the same everywhere
"Old, corrupt politicians take note. Nepal is a canary in the coal mine. It could be the USA next. Eventually, it could be China. Russia is collapsing as young people die and flee. The new generations will not tolerate institutionalized corruption and authoritarianism. It is worth fighting for. It is worth dying for. If your youth die, you have no future. Donald Trump, Xi Jinping, Vladimir Putin, you are all old, out-of-touch, corrupt, authoritarians and the youth of the world have a growing intolerance for your corruption and authoritarianism. Either become the future the youth demand, or the world will burn.",2025-10-31T19:04:51Z,after,youtube,old corrupt politicians take note nepal is a canary in the coal mine it could be the usa next eventually it could be china russia is collapsing as young people die and flee the new generations will not tolerate institutionalized corruption and authoritarianism it is worth fighting for it is worth dying for if your youth die you have no future donald trump xi jinping vladimir putin you are all old outoftouch corrupt authoritarians and the youth of the world have a growing intolerance for your corruption and authoritarianism either become the future the youth demand or the world will burn
🎉AllohmenciptaAlambumiuntukkebahagiaanmahlukdibumimalahdihianatiolehkecongkakankesombonganketakabburannapsuemosiyangbiladiikasihtawumalahmencaciNikmatisajahdahyaaa.aminn.,2025-10-26T23:55:13Z,after,youtube,allohmenciptaalambumiuntukkebahagiaanmahlukdibumimalahdihianatiolehkecongkakankesombonganketakabburannapsuemosiyangbiladiikasihtawumalahmencacinikmatisajahdahyaaaaminn
Demotawurandanperangjugasunamisilihberganttiaksi2menyiksadirrimenuntutkepuwannapsuemosisampaimeratasemuwahnyahmatitinggalnungguajaltaqdirpenciptabumi.,2025-10-26T23:52:03Z,after,youtube,demotawurandanperangjugasunamisilihberganttiaksimenyiksadirrimenuntutkepuwannapsuemosisampaimeratasemuwahnyahmatitinggalnungguajaltaqdirpenciptabumi
The Democrats will face this up rising in our Country MAGA 🗣️,2025-10-25T03:38:50Z,after,youtube,the democrats will face this up rising in our country maga
This is a better protest than usa since its dont use guns but rocks and stick,2025-10-22T05:51:02Z,after,youtube,this is a better protest than usa since its dont use guns but rocks and stick
Before my generation Z decides to commit. Fight! Fight! Riot! Kill!,2025-10-14T23:00:51Z,after,youtube,before my generation z decides to commit fight fight riot kill
Someone asked me what does a nihilist society look like. I say we are about to find out.,2025-10-14T22:56:07Z,after,youtube,someone asked me what does a nihilist society look like i say we are about to find out
Salute to Nepal's young generation.,2025-10-12T11:33:09Z,after,youtube,salute to nepals young generation
I hopethis will happen also in the philippines….a lot of corrupt goverment officials,2025-10-11T17:11:28Z,after,youtube,i hopethis will happen also in the philippinesa lot of corrupt goverment officials
"Nepal people, please teach Jamaicans how to unite against these fuckers over here",2025-10-08T15:24:11Z,after,youtube,nepal people please teach jamaicans how to unite against these fuckers over here
"GOVERNMENTS WORK FOR THE PEOPLE,  NOT THE OTHER WAY AROUND.",2025-10-07T16:29:33Z,after,youtube,governments work for the people not the other way around
Let’s see how Australia gonna do with the ban on December 10,2025-10-06T02:16:56Z,after,youtube,lets see how australia gonna do with the ban on december
There's not just endemic corruption in M@l@ysia but decades of biased racial practice or racism too !,2025-10-05T08:10:38Z,after,youtube,theres not just endemic corruption in m but decades of biased racial practice or racism too
Protesters’ calls must be heeded b’cos they reveal something went horribly wrong from their country’s policies 😢.,2025-10-03T10:31:43Z,after,youtube,protesters calls must be heeded bcos they reveal something went horribly wrong from their countrys policies
I wrote and published a book that puts the financial system on computers and gives the access of the money supply to everyone. The system I outlined would eventually end governments and corruption while bringing us into a new era of a robust economy.,2025-10-02T10:21:30Z,after,youtube,i wrote and published a book that puts the financial system on computers and gives the access of the money supply to everyone the system i outlined would eventually end governments and corruption while bringing us into a new era of a robust economy
"ADMIRING NEOAL MUST WATCH,,,PEOPLE IF THE PHILIPPINES WATCH THIS",2025-10-01T06:29:46Z,after,youtube,admiring neoal must watchpeople if the philippines watch this
American Take Notes!📝,2025-09-30T19:12:02Z,after,youtube,american take notes
from kenya we stand with the citizen,2025-09-30T09:56:29Z,after,youtube,from kenya we stand with the citizen
Why pakistani are not doing anything against there corrupt prime minister or military leaders,2025-09-29T12:24:10Z,after,youtube,why pakistani are not doing anything against there corrupt prime minister or military leaders
Wake up Nepal people against against suck corruption,2025-09-28T08:38:35Z,after,youtube,wake up nepal people against against suck corruption
So(?) No Bike Week Bahgdad?,2025-09-28T04:08:34Z,after,youtube,so no bike week bahgdad
Next protest is In Uganda  we are tired,2025-09-26T08:37:57Z,after,youtube,next protest is in uganda we are tired
"It doesn’t take rocket science to know that someone very powerful has found a way to target specific governments around the world. I hope I’m wrong. Nepal, you did well and stood up for what you believed in. The road to a better Nepal will be long with many obstacles but worth it.",2025-09-26T00:40:51Z,after,youtube,it doesnt take rocket science to know that someone very powerful has found a way to target specific governments around the world i hope im wrong nepal you did well and stood up for what you believed in the road to a better nepal will be long with many obstacles but worth it
Z…enough is enough - 🥹🤫👊🏻,2025-09-25T22:55:32Z,after,youtube,zenough is enough
Bharstachari kp murdabad bharstachari sher bahadur murdabad bharstachari congress party uml party murdabad.,2025-09-25T04:47:43Z,after,youtube,bharstachari kp murdabad bharstachari sher bahadur murdabad bharstachari congress party uml party murdabad
The stipulated period for compliance of the social media companies was only one week.  Toktok were only able to comply because they had advance warning.,2025-09-24T17:24:07Z,after,youtube,the stipulated period for compliance of the social media companies was only one week toktok were only able to comply because they had advance warning
One of the greatest lies of modern societies worldwide is the lie that the police are there to protect the public. This has not been true for a long time. These days the police force worldwide are trained specifically for controlling the population through terror.,2025-09-24T17:20:25Z,after,youtube,one of the greatest lies of modern societies worldwide is the lie that the police are there to protect the public this has not been true for a long time these days the police force worldwide are trained specifically for controlling the population through terror
Why do selfish and incompetent people rise to the top and stay till there’s a revolution?,2025-09-24T17:15:14Z,after,youtube,why do selfish and incompetent people rise to the top and stay till theres a revolution
Oh yeah the us is WAY past due,2025-09-24T15:26:36Z,after,youtube,oh yeah the us is way past due
Nepal the world is watching!!,2025-09-23T13:11:43Z,after,youtube,nepal the world is watching
"social media is like a drug and you decided its a good idea to take that away from everyone XD, now if you take away the one things a drug user uses hell break loose now imagine a whole generation getting mad what do you expect to happen lol",2025-09-23T08:42:59Z,after,youtube,social media is like a drug and you decided its a good idea to take that away from everyone xd now if you take away the one things a drug user uses hell break loose now imagine a whole generation getting mad what do you expect to happen lol
"19:00 Malaysia? Oh no ...we have enough migrant workers already in the country. Pls go to Indon, Thailand, or Spore instead.",2025-09-22T05:52:25Z,after,youtube,malaysia oh no we have enough migrant workers already in the country pls go to indon thailand or spore instead
Love how gen z is speaking english,2025-09-21T16:20:45Z,after,youtube,love how gen z is speaking english
Ang tatapang ng mga tao sa nipal yan dapat sa mga korap na namumuno sunogin salute to all people nipal subrang galit na tlga ng mga tao,2025-09-21T16:04:39Z,after,youtube,ang tatapang ng mga tao sa nipal yan dapat sa mga korap na namumuno sunogin salute to all people nipal subrang galit na tlga ng mga tao
Dapat ganito gawin para marinig hinaing ng mga kababayan natin,2025-09-21T04:36:22Z,after,youtube,dapat ganito gawin para marinig hinaing ng mga kababayan natin
My South African brothers and sisters we should fight for our youth as well.,2025-09-20T20:25:59Z,after,youtube,my south african brothers and sisters we should fight for our youth as well
Us as the youth are tired of the corruption.,2025-09-20T20:10:31Z,after,youtube,us as the youth are tired of the corruption
"❤The Young Generation showing Strength & Courage - Heroes that show the exemple! BRAVO❤
I hope they caught all the Criminal Tyrans!",2025-09-20T19:17:50Z,after,youtube,the young generation showing strength courage heroes that show the exemple bravo i hope they caught all the criminal tyrans
"The d
 Lama home soon",2025-09-20T17:33:30Z,after,youtube,the d lama home soon
"This only proves that the people are so much fed up with so much corruption in the government. Good Job Nepal Gen Z's, I hope the Gen Z's of my country also have the courage to do this and fight for a good government that really takes care and serve the needs of the people.",2025-09-20T16:30:18Z,after,youtube,this only proves that the people are so much fed up with so much corruption in the government good job nepal gen zs i hope the gen zs of my country also have the courage to do this and fight for a good government that really takes care and serve the needs of the people
The Battle GOOD vs Evil is Real 💯🫡🙏🏼💪🏼,2025-09-20T12:01:38Z,after,youtube,the battle good vs evil is real
That’s One ☝🏼 Way To Drain The Swamp! 💯🫡🙏🏼💪🏼🤌🏼🤷🏼‍♂️🤔🧐🤣😂😳🫣🤯😉😎🤠👋🏼✌🏼🙏🏼,2025-09-20T12:00:31Z,after,youtube,thats one way to drain the swamp
Sounded Like You Was Talkin Abt America 🇺🇸 But Then I Remembered We Got Donald Trump President Trump Thank GOD 🙏🏼💯🫡 America 🇺🇸 Would Look 👀 Like Nepal 🇳🇵 RN if We Didn’t Get Donald Trump As Our President 💯🫡🙏🏼💪🏼😉😎🤠👋🏼✌🏼 GOD BLESS AMERICA 🇺🇸 & GOD BLESS NEPAL 🇳🇵 Nepal Your Trump is Out There 💯🫡😉😎🤠💪🏼🙏🏼👋🏼✌🏼,2025-09-20T11:59:14Z,after,youtube,sounded like you was talkin abt america but then i remembered we got donald trump president trump thank god america would look like nepal rn if we didnt get donald trump as our president god bless america god bless nepal nepal your trump is out there
Next is Philippines.👊👊👊👊👊,2025-09-20T11:54:18Z,after,youtube,next is philippines
I hope this will give lesson to corrupt politicians not only in Nepal but the entire world.,2025-09-20T09:37:48Z,after,youtube,i hope this will give lesson to corrupt politicians not only in nepal but the entire world
People really have a power to destroy power,2025-09-20T06:47:33Z,after,youtube,people really have a power to destroy power
Good job guys,2025-09-20T06:46:20Z,after,youtube,good job guys
I wish Philippines will be like Nepal people,2025-09-20T01:32:47Z,after,youtube,i wish philippines will be like nepal people
This is the situation of the Philippines...full of corruption,2025-09-19T22:37:13Z,after,youtube,this is the situation of the philippinesfull of corruption
That's criminal revenge,2025-09-19T15:54:31Z,after,youtube,thats criminal revenge
"china should be wary on the development in Nepal, their false, bogus claim in the Himalayas is at stake.",2025-09-19T13:13:54Z,after,youtube,china should be wary on the development in nepal their false bogus claim in the himalayas is at stake
from kenya.... go go nepal,2025-09-18T17:08:01Z,after,youtube,from kenya go go nepal
"Shout out to all Nepal Gen-Z who stood vehemently against Corruption and authoritarian-democracy rule. 

Much love from Nigeria 💕💕💕",2025-09-18T16:52:59Z,after,youtube,shout out to all nepal genz who stood vehemently against corruption and authoritariandemocracy rule much love from nigeria
"I don’t justified violence,, the sad reality is that when the youth or any citizen protest, their claims are mostly ignored,, these people need now to shout louder or burn down what we have seen for them to react, although sadly also costed lives, their claims are legit,,  civilians around the world are realising this cruel reality, that their governments are only there to work for the corporations and oligarchs,, the wellbeing of their people is not priority in their agendas, they even get our votes lying to us. Their rage and frustration is huge, imagine they are your kids, you know he/she must end up going to countries to be kind of a slave, and most probably will be discriminated ,, The world can not go on like this,, we the people have to rase up our voices,,louder,, investing in their education and social necessities is their claim,, this is their  right…Their rage is understandable…",2025-09-18T15:50:01Z,after,youtube,i dont justified violence the sad reality is that when the youth or any citizen protest their claims are mostly ignored these people need now to shout louder or burn down what we have seen for them to react although sadly also costed lives their claims are legit civilians around the world are realising this cruel reality that their governments are only there to work for the corporations and oligarchs the wellbeing of their people is not priority in their agendas they even get our votes lying to us their rage and frustration is huge imagine they are your kids you know heshe must end up going to countries to be kind of a slave and most probably will be discriminated the world can not go on like this we the people have to rase up our voiceslouder investing in their education and social necessities is their claim this is their righttheir rage is understandable
at last they choose their leader use social media 😅,2025-09-18T11:38:08Z,after,youtube,at last they choose their leader use social media
"Is this local, or is there something bigger going on? Let's hope it's legit, young people are easily manipulated into doing stuff.",2025-09-17T18:40:36Z,after,youtube,is this local or is there something bigger going on lets hope its legit young people are easily manipulated into doing stuff
Nice coverage. Thanks,2025-09-17T14:24:21Z,after,youtube,nice coverage thanks
Good job Nepal,2025-09-17T09:29:22Z,after,youtube,good job nepal
Crazy how the police are protecting the corrupt government officials,2025-09-17T01:32:53Z,after,youtube,crazy how the police are protecting the corrupt government officials
"Next, pilipinas naman",2025-09-17T01:29:58Z,after,youtube,next pilipinas naman
It is time to put Communism 6 feet under,2025-09-17T01:27:14Z,after,youtube,it is time to put communism feet under
Soon another gov will take over but not the Gen Z. They are no more than tools. There is a pattern.,2025-09-16T17:54:54Z,after,youtube,soon another gov will take over but not the gen z they are no more than tools there is a pattern
Lepší jak Češi,2025-09-16T13:08:09Z,after,youtube,lepší jak češi
If the Filipino people got even half the guts of these Nepalese people they would do the same.. instead of just being a passive willing victim to a rotten to the core government every department agency in their country has developed a way to steal money from the people so many nepo babies has inherited their elders wrong doing and have already amass ill gotten wealth thru decades of corruption,2025-09-16T10:17:55Z,after,youtube,if the filipino people got even half the guts of these nepalese people they would do the same instead of just being a passive willing victim to a rotten to the core government every department agency in their country has developed a way to steal money from the people so many nepo babies has inherited their elders wrong doing and have already amass ill gotten wealth thru decades of corruption
THIS   MUST  HAPPENN  IN MZANZI  TU   RAMAPHOSA,2025-09-16T09:28:46Z,after,youtube,this must happenn in mzanzi tu ramaphosa
GEN Z PEOPLE BECAME MONKEYS AND BECAUSE THEY ARE WATCHING ITALIAN BRAIN ROT AND THAT IS WHY THEY ARE CRAZY,2025-09-16T08:07:34Z,after,youtube,gen z people became monkeys and because they are watching italian brain rot and that is why they are crazy
"지렁이도 밟으면 꿈틀거린다?
지렁이가 꿈틀거려서 뭐 어쩌게?",2025-09-16T03:24:54Z,after,youtube,지렁이도 밟으면 꿈틀거린다 지렁이가 꿈틀거려서 뭐 어쩌게
한국도 폭발 직전이다,2025-09-16T03:23:59Z,after,youtube,한국도 폭발 직전이다
Good for you guys build that democracy don’t ruin your money system with interest you guys got this,2025-09-16T01:49:22Z,after,youtube,good for you guys build that democracy dont ruin your money system with interest you guys got this
"Hope neighboring country India also face same situation soon. Corruption is growing like virus, even at municipality level, government officials are greedy",2025-09-16T01:32:18Z,after,youtube,hope neighboring country india also face same situation soon corruption is growing like virus even at municipality level government officials are greedy
GEN Z LEADERS FINANCE BY CHINA.,2025-09-15T23:50:38Z,after,youtube,gen z leaders finance by china
KOREA 🇰🇷 SUPPORTS NEPAL 🇳🇵 ❤️,2025-09-15T23:45:17Z,after,youtube,korea supports nepal
