text,date,phase,source
"Hi, I am a student from Mr Kemper’s class and our school is Loveland Intermediate School And we are in Cincinnati Ohio my class always wants our class to be a shout out it will make my whole so happy😂",2025-09-14T03:11:37Z,after,youtube
"Can we plss shoutout to Mr.brady at Payne JHS in Queen creek?, period 4",2025-09-14T03:06:05Z,after,youtube
"Hey Coy Wire If your reading this i think it would mean the world to me and my classmates if you gave a shout out to Chesaning Middle School in Chesaning Michigan for Mr.Weigls class,Go Indians!",2025-09-14T02:59:31Z,after,youtube
Can u do Walker Mill middle school Class 621,2025-09-14T02:56:11Z,after,youtube
"Your the best cody and you too, my class is trying to get a shout out",2025-09-14T02:37:17Z,after,youtube
Can I get a shout? Out Rosita Valley.,2025-09-14T02:31:09Z,after,youtube
"Hey Coy!

I’m a student from Marykate’s s1 class at Riverway Learning Community public Charter school in Winona,Minnesota",2025-09-14T02:25:17Z,after,youtube
"Hi Corey,

I’m Mrs. Medure, the Middle School ELA teacher at St. Francis of Assisi Catholic School in Vista, California. My 6th–8th grade Wildcats watch CNN10 twice a week and reflect on your episodes—they absolutely love it! I really appreciate how your show keeps them engaged and informed about what’s happening in the world. We’d be so excited and grateful for a shout-out!

With gratitude,
Mrs. Medure",2025-09-14T02:24:09Z,after,youtube
Can you shouout Mr Thurman class on monday,2025-09-14T01:44:22Z,after,youtube
And shadow to the Longfellow elementary school go to Mr. claps class,2025-09-14T01:37:04Z,after,youtube
"Can you please add Idaho Boise, Idaho, and say that Albertsons was made in Boise Idaho",2025-09-14T01:36:43Z,after,youtube
"Pls shoutout to Payne Junior High School in Queen Creek, AZ!!! Me and my classmates watch an episode of CNN 10 every day. Also, can you give a shoutout to Mr. Brady too? He is an awesome teacher! ❤️❤️❤️❤️❤️❤️❤️",2025-09-14T01:06:17Z,after,youtube
It’s my teacher birthday on Monday! Mrs. Wessel [w e s e l] Peck Community School in Michigan! She’s a science teacher and we love to watch CNN ten in her classroom!,2025-09-14T00:55:08Z,after,youtube
Hi I am a student from Ms.k’s class in Claire Lilienthal school. We watch your videos everyday and always hope for a shoutout pls choose me 😊😊😊,2025-09-14T00:52:31Z,after,youtube
Yo pls shout us out Ebinger elementary school Chicago Illinois 6th 7th and 8th graders,2025-09-14T00:16:16Z,after,youtube
Hi Coy! My 5th+6th Grade classes love watching your videos all the way from Escuela Lomas Altas in Mexico City! Give Mexico a shout out for Mexican Independence Day!!!!,2025-09-13T23:53:17Z,after,youtube
"HI COY!!!!!!!! My school is located in Novi, Michigan and my teacher gas never gotten a shoutout and we’re all (all 100 people in our team) DESIRE to get a shoutout to our amazing teachers Mr. Burry and Mrs. Grezlik (and us 6th graders) at Novi Meadows Elementary!! WE LOVE YOU COY AND CNN 10 STAFF!!❤❤❤❤❤❤❤❤",2025-09-13T23:51:16Z,after,youtube
"Hi, I’m a student at Carl Sandburg middle school in Mundelein I’ll, there is a volleyball game coming if wanna come, I’m with mr Diaz for my social studies. Thanks (please shout out)",2025-09-13T23:01:14Z,after,youtube
Can I get a shout out from Amis Cincinnati and Mis Ventura,2025-09-13T22:58:06Z,after,youtube
"I am a student from New York Mills MN. Every day in my first hour class, we start our day with CNN 10. Shout out to Mr. Boe social studies classes. Im a senior this year. It would mean a lot if you could give a shout-out to us!! We are the Eagles!! New York Mills mn high school GO EAGLES!!!",2025-09-13T22:51:58Z,after,youtube
Hi I am a student from Mr Rodriguez’s 7th grade Texas history class from Longoria middle school and everyday we watch CNN10 and it makes our day we will love a shout out,2025-09-13T22:50:01Z,after,youtube
Mr. Coss new man,2025-09-13T22:39:13Z,after,youtube
Please shout out for us at Bowie middle school in taxes Irving please coy come on bro,2025-09-13T22:23:05Z,after,youtube
"hi, i am a student will you give my teacher mrs ferguson a shoutout at quail elementry?",2025-09-13T22:18:19Z,after,youtube
"Hii, I’m a Student from the Tenney  grammar school, in Mrs. Flagg’s social studies class!",2025-09-13T22:17:48Z,after,youtube
Can I have a shout out my school is fremont falcons and I am in 5 grade,2025-09-13T21:56:32Z,after,youtube
My name is Christian and my teacher is Ms Conner and my school is Floyd elementary Dallas Texas,2025-09-13T21:56:28Z,after,youtube
Can you scout out francs Harper middle school in Davis ca  in this Friday cnn,2025-09-13T21:46:35Z,after,youtube
Hi I am a student of scottsboro Alabama jr high. We watch you everyday and I hope that I and our school could get a shout out!?Coach little and Scottsboro Alabama.,2025-09-13T21:40:55Z,after,youtube
Please shoutout Mr Hayes’s what seventh period class at youngsville middle school in youngsville pa,2025-09-13T21:09:42Z,after,youtube
My teacher mr strong show us your videos every morning at bondurant Middle School,2025-09-13T21:01:26Z,after,youtube
Shout out for bondurant Middle School please,2025-09-13T21:00:10Z,after,youtube
Bondurant Middle School Frankford,2025-09-13T20:59:17Z,after,youtube
Bondurant Middle School,2025-09-13T20:59:04Z,after,youtube
You should do bondurant Middle School,2025-09-13T20:58:32Z,after,youtube
@CoyWire my word is Lucent: something glowing or even giving off light. Mr.Hurt's class East High School Morristown TN.,2025-09-13T20:43:57Z,after,youtube
Yeah my school shows me this. I’m a student.,2025-09-13T20:41:36Z,after,youtube
"Hello, I would like my school to be shout out this week, it is Greenwood Middle School in Goldsboro, North Carolina",2025-09-13T20:29:09Z,after,youtube
Can we get a shout out to Columbia middle school?,2025-09-13T20:15:50Z,after,youtube
"Otsego Michigan, Otsego Middle School, Teacher: Mrs. Meyer, My name is Alexander",2025-09-13T20:13:50Z,after,youtube
Mr cibiks class lakeshore middle school Mequon wisconsin! we love you guys watch ya every day!,2025-09-13T20:08:47Z,after,youtube
Shout out for Riverview high school Mrs Webster's class room 117,2025-09-13T20:07:34Z,after,youtube
"Can you shout out Mrs
Month at Pinewood in Eagan, Minnesota",2025-09-13T19:55:59Z,after,youtube
"Hi, Coy! I am a student at Somerset Academy Silver Palms in Homestead, Florida. My class and I watch you everyday if you post and we always love the shows. Though I ask if we can get a shout out next episode? My class always wanted one. So can we, Coy? And if you do give us a shout out the school is Somerset Academy Silver Palms. Also I subscribed.",2025-09-13T19:52:33Z,after,youtube
"Class:Ms Collins 

School:Stewart Middle School 

State:Virginia

Grade:8 

(Please coy,for a shout out)😢.",2025-09-13T19:45:40Z,after,youtube
Please do greenview schools in greenview Illinois it is such a small town and we dont ever get recognized from ms knolls class,2025-09-13T19:45:32Z,after,youtube
"Hi! At Bel air elementary, (located in Minot North Dakota USA) we’re curious, creative, and always thinking big!! CNN 10 inspires us to stay informed and ask bold questions and we’d love to have our name in the video to show the world how passionate and driven our students are! We’re not just a school, we’re a community of future leaders ready to make an impact!! :D",2025-09-13T19:36:53Z,after,youtube
Pls give ACA a SHOUT OUT FOR one of our class mates GEMA please ! We are in Austin Texas,2025-09-13T19:15:21Z,after,youtube
MR WORTHINGTON 6TH GRADE AT CALCREATIVE IN CALIFORNIA  PLEASE,2025-09-13T18:50:13Z,after,youtube
Can you cover the nosy thing the animatronic nosy,2025-09-13T18:50:06Z,after,youtube
Hi Coy please do a shout out to my school North Park exporers and to my teacher Mr.Ortiz,2025-09-13T18:36:53Z,after,youtube
"Hello, I’m a student from Dr. Tanner G Duckery School in Philadelphia Pennsylvania and I am an eighth grade and our teacher has been asking us to submit a request for our school for like ever and this is our last year at the school I thought it’d be cool if she saw our school on the CNN 10 news on Monday we watch it every day thank you🫶😊",2025-09-13T18:21:32Z,after,youtube
Hi Coy can I Get a Shout out from u? And my school is Located at North High school in Worcester Massachusetts and my Word for Your Word Wednesday is Snowstorm A Storm With whispered Snowfall accompanied By Strong Winds my Teacher's Name is Ms Heather Washell,2025-09-13T17:59:55Z,after,youtube
Hi can you give a shout out to wildflower accelerated academy in Arizona Goodyear we watch it everyday please,2025-09-13T17:57:47Z,after,youtube
This is Mr. Anderson Thompson North Dakota,2025-09-13T17:47:56Z,after,youtube
I meant to say my teacher's name is Mrs egress,2025-09-13T17:32:55Z,after,youtube
My,2025-09-13T17:32:40Z,after,youtube
Hi coy I would like a shout out to grand oaks school Ivan falcon pls and thank you my students like to watch your news have a great weekend!!!!! School  is Shasta lake california have a good football match i have a word footall its a adj and it is about a ball that is a foot meaning foot kicked,2025-09-13T17:14:28Z,after,youtube
3:37  what do you think will happen after they are trained?,2025-09-13T17:11:15Z,after,youtube
2:30 BEST unrest,2025-09-13T17:10:19Z,after,youtube
0:51 you mean diplomats they were targeting diplomats looking for peace?????,2025-09-13T17:07:47Z,after,youtube
If nepal can...,2025-09-13T17:07:09Z,after,youtube
Hi are school is located in Michigan it’s called Adams middle school mr. Lowe’s class,2025-09-13T17:05:51Z,after,youtube
"I am a student in Mr. Crawfords class at Woodhaven Middle School in Spruce Grove, Alberta. We watch your videos every morning and would love for a shoutout. Thanks!",2025-09-13T16:53:53Z,after,youtube
"Hi, I am a student in Mr. Crawfords class at Woodhaven Middle School in Spruce Grove, Alberta. We watch your videos every morning and would love for a shoutout. Thanks!",2025-09-13T16:53:25Z,after,youtube
"Please shout out to Mr Becerras 6th grade class he’s the best from
 Saint Vincent school in downtown la",2025-09-13T16:49:14Z,after,youtube
CNN10 news is awesome,2025-09-13T16:48:06Z,after,youtube
"Hello !! I’m a student from de anza middle school, A honors student from Mrs scotts 8th grade class! Our class has been watching your videos since the school year started for social studies, each Friday we take a quiz on cnn10 and discuss the things mentioned in videos!! This Friday we just began our first debate on police officers using ai to file police reports, it was a very productive debate with each and every one of the students participating. We would absolutely love it if you could give us a shout out! (P.S, honors 2nd and 5th period are the best classes🥰) #Gocougars!",2025-09-13T16:31:55Z,after,youtube
Natasha Chen Mohammed bin Abdulrahman bin Jassim AI Thani Howard Jelks Dr. Wesley Daniel Alex Sahli Eckstein Middle School,2025-09-13T15:51:11Z,after,youtube
"#yourwordwednesday, from Mr. Harrington's class at Aldine Middle School in Houston, Tx;
Monochromatic: adjective ,
Containing or using only one color.  I have a great group of students that have more than the normal obstacles of most middle schoolers.  Using our word would mean more than you could imagine!",2025-09-13T15:35:13Z,after,youtube
Hello there! My history class watches CNN10 every class and my teaher really wants to be shouted out. Her name is Ms. D and we are from Classical Academy MIddle School in Escondido California. We really hope you can!,2025-09-13T15:21:37Z,after,youtube
And im am from amerischools south a student of mrs martin and my vocabulary word is Complex- to hard or difficult bc there are toi many steps or parts,2025-09-13T15:19:04Z,after,youtube
CNN10 PLEASE GIMME AND MCCRIMMON MIDDLE SCHOOL IN CANADA A SHOUTOUT,2025-09-13T15:18:43Z,after,youtube
Hello and Greetings from Canada! Specifically from Mr. Jones’ grade 8 class in  Sussex Christian School in Sussex New Brunswick,2025-09-13T15:18:37Z,after,youtube
Complex-it hard or to difficult because it has to many steps or parts,2025-09-13T15:16:25Z,after,youtube
Cnn12,2025-09-13T15:12:57Z,after,youtube
Are y'all going to talk about Charlie Kirks death,2025-09-13T15:10:56Z,after,youtube
Boggs Uwharrie rage 6/12,2025-09-13T15:09:47Z,after,youtube
Boggs Uwharrie Ridge 612,2025-09-13T15:08:50Z,after,youtube
Boggs Uwharrie rage 612,2025-09-13T15:07:52Z,after,youtube
Hi my name is Clara and I go to The William H. Ohrenberger school in West Roxbury MA. My teacher is Ms. McMillin and me and my class would love if u could shout us out. We watch your videos every single day at the beginning of class.,2025-09-13T14:47:04Z,after,youtube
Mr Halberts 6th grade world history class at st George school Hermann mo,2025-09-13T14:45:06Z,after,youtube
PLS SHOUT OUT LIVE IN PERRYTON TX WILLIAMS SCHOOL,2025-09-13T14:39:54Z,after,youtube
"Hi coy, West Virginia Bridgeport, middle school we subscribe and we watch you guys every day",2025-09-13T14:37:56Z,after,youtube
our school is J Graham Brown School best schools in ky STAY STRONG,2025-09-13T14:27:14Z,after,youtube
"Day 2 and no mention of Charlie Kirk? Don’t care if your station is liberal, Charlie was a human. Not cool, guys.",2025-09-13T14:13:51Z,after,youtube
Hey can u plzz shout me out my school is crest middle school my name is Ah’Leeyah  we watch yall every day at school,2025-09-13T14:01:41Z,after,youtube
hi i watch you every day at school can i have a shoutout,2025-09-13T13:53:01Z,after,youtube
Hi we’re Mrs.Nickhers in saint cletus elementary in Saint Charles Missouri my kids love you guys,2025-09-13T13:42:31Z,after,youtube
"Shoutout to Mr. Faith’s class at Legacy Middle School in Orlando, FL. Go Jets!",2025-09-13T13:32:17Z,after,youtube
Can you do west middle school in Rockford Illinois? Give a shoutout to Bella Arroy please!!,2025-09-13T13:31:57Z,after,youtube
"We watch every day in our home room at St Peter Claver School located in St, Paul, Mn.  Ms April Fosters class!! We miss you COY!!",2025-09-13T12:21:35Z,after,youtube
"a minor, going to school and still asking parents for money for food and accommodation, never worked to support himself. Where did he get the experience of management and operation? How ridiculous. You give the national mission to a child? Then Nepal will suffer the consequences of poverty and backwardness.",2025-09-13T06:19:22Z,after,youtube
Can you give a shoutout to Mrs. Gnatt at James hart middle school in Illinois homewood my teacher is a huge fan,2025-09-13T06:02:32Z,after,youtube
Hey this is a student from Copper trails elementry school in phoenix arizona our seventh grade science teacher Mr. Jackson is a huge fan of your videos and puts them on for your students every day in class and us students thought it would be an amazing surprise for him to be mentioned thanks again!,2025-09-13T05:55:33Z,after,youtube
what happend to coy wire,2025-09-13T05:35:59Z,after,youtube
Bunch of spoiled brats destroying everything...,2025-09-13T05:34:24Z,after,youtube
"Hi! I’m a student from Bateman Elementary School’s 7th grade, which is in Chicago. Yes I am 13 and my classroom is Ms. Tripp. We would love to get a shoutout!",2025-09-13T05:26:08Z,after,youtube
MR MITCHELLS CLASS MILILANI MIDDLE SCHOOL IN HAWAIIIIIII!!!!,2025-09-13T05:24:43Z,after,youtube
Rip godi media,2025-09-29T18:40:20Z,after,youtube
Bitchass news page atleast do some research before milking views with false information,2025-09-09T14:47:08Z,during,youtube
"1. This leader is ruining the country. Because of such leaders, many innocent citizens have lost their lives, been injured, and are suffering. It is necessary to be free from such a government and such leaders, because only the lives of the government and leaders are good — not those of us ordinary people.

2. The government and leaders are corrupt. Just like in schools and colleges, where principals or vice principals are replaced if they make mistakes, similarly, leaders who make mistakes should be removed and replaced with new, honest, and capable ones. When we vote, we must choose good leaders — not corrupt and incompetent ones.

3. The Nepal Police exist for the safety of the people. They are supposed to help the victims, but sometimes they are also seen involved in corruption. Reforming the police is necessary, but force or violence is not the solution.

4. If we want change, we must adopt peaceful and democratic methods, not the path of violence. To lead the country in the right direction, we must become aware citizens, make the right decisions, and move forward by choosing good leaders.",2025-09-09T11:51:09Z,during,youtube
"fucking hell get your facts right
the protest was against corruption
it was TRIGGERED by the social media ban
they are different
fucking hell cant even trust the news",2025-09-09T06:06:32Z,during,youtube
"This protest is not because of banning social media, this is because of corrupted politics of nepal",2025-09-09T05:19:20Z,during,youtube
"This protest is not about banning social media, it’s about ending corruption in Nepal. While politicians’ kids live lavish lives with money earned through corruption, the youth and common people are struggling every day. We are standing against this inequality, against the system that only benefits ‘nepo kids’ and ignores the real citizens. This is a fight for justice, accountability, and a better Nepal 🇳🇵✊",2025-09-09T02:46:44Z,during,youtube
"new faces, biased media with zero journalism",2025-09-09T02:13:04Z,during,youtube
Is not good to all people Nepali attitude not good,2026-01-18T22:54:34Z,after,youtube
"Brasil, viva Nepal 2025 essa é a vontade de Deus🙏😘",2025-12-27T00:10:00Z,after,youtube
"Jovens fazendo a vontade de Deus, Deus manda mata todos os corruptos e todos que forem conivente, Deus ja ordenou aos seus filhos levantem e lutem, justiça por todos os inocentes que morrem por culpa da corrupção🙏",2025-12-27T00:07:50Z,after,youtube
🎉🎉🎉🎉🎉🎉❤❤❤❤❤❤❤❤,2025-12-27T00:05:07Z,after,youtube
When you see a rich politician is been stealing gvmnt money,2025-12-11T13:01:13Z,after,youtube
Nepal Nepal❤❤❤❤❤,2025-12-06T05:23:11Z,after,youtube
This is what India needs today,2025-11-07T07:24:09Z,after,youtube
"Is this another regime change operation ?
Just asking",2025-11-03T11:37:43Z,after,youtube
"If the GenZ feel it was hijacked by opportunists who did the destruction, likely those individuals work for the agenda for a one world government to bring the larger armies in to squash the good people, to make them conform, including digital ID to trace and track your every move online and offline. Then citizens compliant with govt are the only ones given access to services. 
It's essential we say NO to govt controls/registration in every country, create caring community networks locally to meet our needs as best we can, while holding peace and love in our heart, dreaming the positive future. The power is with the good people when we say NO. 
well done and all blessings for our future freedoms 🙏💖",2025-11-02T21:23:42Z,after,youtube
You go! We too have had so much corruption.,2025-11-02T15:06:41Z,after,youtube
"I am with you , youth of Nepal. Love from Germany. It's the same everywhere.",2025-11-02T10:12:01Z,after,youtube
"Old, corrupt politicians take note. Nepal is a canary in the coal mine. It could be the USA next. Eventually, it could be China. Russia is collapsing as young people die and flee. The new generations will not tolerate institutionalized corruption and authoritarianism. It is worth fighting for. It is worth dying for. If your youth die, you have no future. Donald Trump, Xi Jinping, Vladimir Putin, you are all old, out-of-touch, corrupt, authoritarians and the youth of the world have a growing intolerance for your corruption and authoritarianism. Either become the future the youth demand, or the world will burn.",2025-10-31T19:04:51Z,after,youtube
🎉AllohmenciptaAlambumiuntukkebahagiaanmahlukdibumimalahdihianatiolehkecongkakankesombonganketakabburannapsuemosiyangbiladiikasihtawumalahmencaciNikmatisajahdahyaaa.aminn.,2025-10-26T23:55:13Z,after,youtube
Demotawurandanperangjugasunamisilihberganttiaksi2menyiksadirrimenuntutkepuwannapsuemosisampaimeratasemuwahnyahmatitinggalnungguajaltaqdirpenciptabumi.,2025-10-26T23:52:03Z,after,youtube
The Democrats will face this up rising in our Country MAGA 🗣️,2025-10-25T03:38:50Z,after,youtube
This is a better protest than usa since its dont use guns but rocks and stick,2025-10-22T05:51:02Z,after,youtube
Before my generation Z decides to commit. Fight! Fight! Riot! Kill!,2025-10-14T23:00:51Z,after,youtube
Someone asked me what does a nihilist society look like. I say we are about to find out.,2025-10-14T22:56:07Z,after,youtube
Salute to Nepal's young generation.,2025-10-12T11:33:09Z,after,youtube
I hopethis will happen also in the philippines….a lot of corrupt goverment officials,2025-10-11T17:11:28Z,after,youtube
"Nepal people, please teach Jamaicans how to unite against these fuckers over here",2025-10-08T15:24:11Z,after,youtube
"GOVERNMENTS WORK FOR THE PEOPLE,  NOT THE OTHER WAY AROUND.",2025-10-07T16:29:33Z,after,youtube
Let’s see how Australia gonna do with the ban on December 10,2025-10-06T02:16:56Z,after,youtube
😂🎉😅,2025-10-06T00:46:09Z,after,youtube
There's not just endemic corruption in M@l@ysia but decades of biased racial practice or racism too !,2025-10-05T08:10:38Z,after,youtube
Protesters’ calls must be heeded b’cos they reveal something went horribly wrong from their country’s policies 😢.,2025-10-03T10:31:43Z,after,youtube
I wrote and published a book that puts the financial system on computers and gives the access of the money supply to everyone. The system I outlined would eventually end governments and corruption while bringing us into a new era of a robust economy.,2025-10-02T10:21:30Z,after,youtube
"ADMIRING NEOAL MUST WATCH,,,PEOPLE IF THE PHILIPPINES WATCH THIS",2025-10-01T06:29:46Z,after,youtube
American Take Notes!📝,2025-09-30T19:12:02Z,after,youtube
from kenya we stand with the citizen,2025-09-30T09:56:29Z,after,youtube
❤,2025-09-29T13:29:31Z,after,youtube
Why pakistani are not doing anything against there corrupt prime minister or military leaders,2025-09-29T12:24:10Z,after,youtube
Wake up Nepal people against against suck corruption,2025-09-28T08:38:35Z,after,youtube
So(?) No Bike Week Bahgdad?,2025-09-28T04:08:34Z,after,youtube
Next protest is In Uganda  we are tired,2025-09-26T08:37:57Z,after,youtube
"It doesn’t take rocket science to know that someone very powerful has found a way to target specific governments around the world. I hope I’m wrong. Nepal, you did well and stood up for what you believed in. The road to a better Nepal will be long with many obstacles but worth it.",2025-09-26T00:40:51Z,after,youtube
Z…enough is enough - 🥹🤫👊🏻,2025-09-25T22:55:32Z,after,youtube
Bharstachari kp murdabad bharstachari sher bahadur murdabad bharstachari congress party uml party murdabad.,2025-09-25T04:47:43Z,after,youtube
The stipulated period for compliance of the social media companies was only one week.  Toktok were only able to comply because they had advance warning.,2025-09-24T17:24:07Z,after,youtube
One of the greatest lies of modern societies worldwide is the lie that the police are there to protect the public. This has not been true for a long time. These days the police force worldwide are trained specifically for controlling the population through terror.,2025-09-24T17:20:25Z,after,youtube
Why do selfish and incompetent people rise to the top and stay till there’s a revolution?,2025-09-24T17:15:14Z,after,youtube
Oh yeah the us is WAY past due,2025-09-24T15:26:36Z,after,youtube
Nepal the world is watching!!,2025-09-23T13:11:43Z,after,youtube
"social media is like a drug and you decided its a good idea to take that away from everyone XD, now if you take away the one things a drug user uses hell break loose now imagine a whole generation getting mad what do you expect to happen lol",2025-09-23T08:42:59Z,after,youtube
"19:00 Malaysia? Oh no ...we have enough migrant workers already in the country. Pls go to Indon, Thailand, or Spore instead.",2025-09-22T05:52:25Z,after,youtube
Love how gen z is speaking english,2025-09-21T16:20:45Z,after,youtube
Ang tatapang ng mga tao sa nipal yan dapat sa mga korap na namumuno sunogin salute to all people nipal subrang galit na tlga ng mga tao,2025-09-21T16:04:39Z,after,youtube
Dapat ganito gawin para marinig hinaing ng mga kababayan natin,2025-09-21T04:36:22Z,after,youtube
My South African brothers and sisters we should fight for our youth as well.,2025-09-20T20:25:59Z,after,youtube
Us as the youth are tired of the corruption.,2025-09-20T20:10:31Z,after,youtube
"❤The Young Generation showing Strength & Courage - Heroes that show the exemple! BRAVO❤
I hope they caught all the Criminal Tyrans!",2025-09-20T19:17:50Z,after,youtube
"The d
 Lama home soon",2025-09-20T17:33:30Z,after,youtube
"This only proves that the people are so much fed up with so much corruption in the government. Good Job Nepal Gen Z's, I hope the Gen Z's of my country also have the courage to do this and fight for a good government that really takes care and serve the needs of the people.",2025-09-20T16:30:18Z,after,youtube
The Battle GOOD vs Evil is Real 💯🫡🙏🏼💪🏼,2025-09-20T12:01:38Z,after,youtube
That’s One ☝🏼 Way To Drain The Swamp! 💯🫡🙏🏼💪🏼🤌🏼🤷🏼‍♂️🤔🧐🤣😂😳🫣🤯😉😎🤠👋🏼✌🏼🙏🏼,2025-09-20T12:00:31Z,after,youtube
Sounded Like You Was Talkin Abt America 🇺🇸 But Then I Remembered We Got Donald Trump President Trump Thank GOD 🙏🏼💯🫡 America 🇺🇸 Would Look 👀 Like Nepal 🇳🇵 RN if We Didn’t Get Donald Trump As Our President 💯🫡🙏🏼💪🏼😉😎🤠👋🏼✌🏼 GOD BLESS AMERICA 🇺🇸 & GOD BLESS NEPAL 🇳🇵 Nepal Your Trump is Out There 💯🫡😉😎🤠💪🏼🙏🏼👋🏼✌🏼,2025-09-20T11:59:14Z,after,youtube
Next is Philippines.👊👊👊👊👊,2025-09-20T11:54:18Z,after,youtube
I hope this will give lesson to corrupt politicians not only in Nepal but the entire world.,2025-09-20T09:37:48Z,after,youtube
People really have a power to destroy power,2025-09-20T06:47:33Z,after,youtube
Good job guys,2025-09-20T06:46:20Z,after,youtube
I wish Philippines will be like Nepal people,2025-09-20T01:32:47Z,after,youtube
This is the situation of the Philippines...full of corruption,2025-09-19T22:37:13Z,after,youtube
That's criminal revenge,2025-09-19T15:54:31Z,after,youtube
"china should be wary on the development in Nepal, their false, bogus claim in the Himalayas is at stake.",2025-09-19T13:13:54Z,after,youtube
from kenya.... go go nepal,2025-09-18T17:08:01Z,after,youtube
"Shout out to all Nepal Gen-Z who stood vehemently against Corruption and authoritarian-democracy rule. 

Much love from Nigeria 💕💕💕",2025-09-18T16:52:59Z,after,youtube
"I don’t justified violence,, the sad reality is that when the youth or any citizen protest, their claims are mostly ignored,, these people need now to shout louder or burn down what we have seen for them to react, although sadly also costed lives, their claims are legit,,  civilians around the world are realising this cruel reality, that their governments are only there to work for the corporations and oligarchs,, the wellbeing of their people is not priority in their agendas, they even get our votes lying to us. Their rage and frustration is huge, imagine they are your kids, you know he/she must end up going to countries to be kind of a slave, and most probably will be discriminated ,, The world can not go on like this,, we the people have to rase up our voices,,louder,, investing in their education and social necessities is their claim,, this is their  right…Their rage is understandable…",2025-09-18T15:50:01Z,after,youtube
at last they choose their leader use social media 😅,2025-09-18T11:38:08Z,after,youtube
"Is this local, or is there something bigger going on? Let's hope it's legit, young people are easily manipulated into doing stuff.",2025-09-17T18:40:36Z,after,youtube
Nice coverage. Thanks,2025-09-17T14:24:21Z,after,youtube
Good job Nepal,2025-09-17T09:29:22Z,after,youtube
Crazy how the police are protecting the corrupt government officials,2025-09-17T01:32:53Z,after,youtube
"Next, pilipinas naman",2025-09-17T01:29:58Z,after,youtube
It is time to put Communism 6 feet under,2025-09-17T01:27:14Z,after,youtube
Soon another gov will take over but not the Gen Z. They are no more than tools. There is a pattern.,2025-09-16T17:54:54Z,after,youtube
Lepší jak Češi,2025-09-16T13:08:09Z,after,youtube
If the Filipino people got even half the guts of these Nepalese people they would do the same.. instead of just being a passive willing victim to a rotten to the core government every department agency in their country has developed a way to steal money from the people so many nepo babies has inherited their elders wrong doing and have already amass ill gotten wealth thru decades of corruption,2025-09-16T10:17:55Z,after,youtube
THIS   MUST  HAPPENN  IN MZANZI  TU   RAMAPHOSA,2025-09-16T09:28:46Z,after,youtube
GEN Z PEOPLE BECAME MONKEYS AND BECAUSE THEY ARE WATCHING ITALIAN BRAIN ROT AND THAT IS WHY THEY ARE CRAZY,2025-09-16T08:07:34Z,after,youtube
"지렁이도 밟으면 꿈틀거린다?
지렁이가 꿈틀거려서 뭐 어쩌게?",2025-09-16T03:24:54Z,after,youtube
한국도 폭발 직전이다,2025-09-16T03:23:59Z,after,youtube
Good for you guys build that democracy don’t ruin your money system with interest you guys got this,2025-09-16T01:49:22Z,after,youtube
"Hope neighboring country India also face same situation soon. Corruption is growing like virus, even at municipality level, government officials are greedy",2025-09-16T01:32:18Z,after,youtube
GEN Z LEADERS FINANCE BY CHINA.,2025-09-15T23:50:38Z,after,youtube
KOREA 🇰🇷 SUPPORTS NEPAL 🇳🇵 ❤️,2025-09-15T23:45:17Z,after,youtube
I been emotionally drained. I'm current in a workplace bullying and intimidating situation. I'm so heartbroken and came hoke crying today and my 2 dogs both wanted to attend to me by placing their paws on my chest  . They actually started to growl and were fighting over who can lick my nose eyes tears mouth to console me. Feet locking everyday toilet patrol. It's amazing. Thank you,2025-09-15T23:39:56Z,after,youtube
"Donald Trump, Elon Musk, Jeff Bezos, Mark Zuckerberg, Peter Theil, JD Vance and all the bought US Congress, I hope you are next. I hope all the world is next. Gen Z will fight.",2025-09-15T23:16:51Z,after,youtube
"PHILLIPPINES has same problem "" CORRUPTION""...hope to be inspired by GENZ NEPAL.",2025-09-15T19:28:35Z,after,youtube
VIVA NEPAL!❤ Take those corrupt politicians down!,2025-09-15T18:16:37Z,after,youtube
The  upheaval  can't  be  without  a  foreign  support  system  as  in  the  case  of  Bangladesh  ?,2025-09-15T15:57:13Z,after,youtube
Om Ma Ni Pad Me Hung!,2025-09-15T14:11:15Z,after,youtube
"Ñgeri Dan Khawatir Rakyat Indonesia Turun Ke Jalan Karna Marah Dng Benyaknya Para Koruptor Yng Bersenandung Ria Dan Begelimang Harta Hasil Korupsi Sementara Rakyat Banyak Kesulitan Dan Insya Allah Kejadian Di Nepal,Tidak Terjadi Di Negri Kita Amin.",2025-09-15T13:48:36Z,after,youtube
If so concerned why the hell not register at 18 as voters and vote for the right Government…!,2025-09-15T13:28:39Z,after,youtube
Is anybody asking why those companies like Facebook and Instagram haven't registered? Are you sure those companies aren't setting you up to be controlled by them? Don't be manipulated.,2025-09-15T13:03:42Z,after,youtube
Right now most corrupt our country Philippines hoping on sept 21 big protest will be happen will succes too!,2025-09-15T11:48:12Z,after,youtube
"India, nepal protector: Nah! I am not touching this crisis! We got our own nepot babies to protect!",2025-09-15T09:58:03Z,after,youtube
The media always underplays.. thousands.. more than 100s of thousands or millions..,2025-09-15T07:25:04Z,after,youtube
nepal waiting for 5 march 2026 ,2025-09-15T07:24:48Z,after,youtube
Fight against corruption,2025-09-15T07:01:21Z,after,youtube
Take away TikTok tho... Lol,2025-09-14T23:25:35Z,after,youtube
